,ID,is_lens
8344,228649,True
6801,228650,True
5601,228651,False
1109,228652,True
33,228653,True
9077,228654,True
6309,228655,True
4425,228656,True
8939,228657,False
338,228658,True
6119,228659,True
4690,228660,True
5172,228661,True
4830,228662,False
6992,228663,True
1,228664,True
2971,228665,True
4601,228666,True
1027,228667,True
747,228668,True
3814,228669,True
4079,228670,True
9684,228671,True
7153,228672,True
1393,228673,True
604,228674,True
2933,228675,True
4124,228676,True
8142,228677,True
9593,228678,True
2470,228679,True
8434,228680,True
2841,228681,True
1112,228682,True
2411,228683,True
8692,228684,True
240,228685,True
6708,228686,True
851,228687,True
5536,228688,True
1465,228689,True
3216,228690,True
85,228691,False
4858,228692,True
3958,228693,True
2586,228694,True
2371,228695,False
1795,228696,True
2525,228697,True
5391,228698,False
4371,228699,True
7329,228700,True
2918,228701,True
2305,228702,True
3045,228703,True
6642,228704,True
6002,228705,True
6519,228706,True
4270,228707,True
8651,228708,True
8215,228709,True
7285,228710,True
5740,228711,True
2515,228712,True
5643,228713,True
1768,228714,True
9568,228715,True
9013,228716,True
1988,228717,True
7316,228718,True
2145,228719,True
2330,228720,True
9441,228721,True
9195,228722,True
6266,228723,True
1238,228724,True
2832,228725,True
3223,228726,True
5926,228727,True
2718,228728,True
2324,228729,True
415,228730,True
6268,228731,False
4864,228732,True
614,228733,True
1628,228734,True
8441,228735,True
3779,228736,True
5164,228737,True
8243,228738,True
3899,228739,True
9370,228740,True
4189,228741,True
1042,228742,True
4689,228743,True
3991,228744,True
3018,228745,True
7556,228746,True
4744,228747,False
7730,228748,True
2219,228749,True
2097,228750,True
7129,228751,True
4131,228752,True
7634,228753,True
2311,228754,True
962,228755,True
94,228756,False
7218,228757,True
1498,228758,False
1720,228759,False
2234,228760,False
3065,228761,True
4958,228762,True
9921,228763,False
6446,228764,False
7402,228765,True
8426,228766,True
7614,228767,False
2530,228768,True
1825,228769,True
4741,228770,True
9369,228771,True
7570,228772,True
7187,228773,True
9009,228774,True
3097,228775,True
9920,228776,True
9685,228777,True
2240,228778,True
1627,228779,True
7214,228780,True
8204,228781,True
5441,228782,True
540,228783,True
3410,228784,False
8352,228785,True
6544,228786,True
3984,228787,True
4213,228788,True
3030,228789,True
1106,228790,True
4640,228791,True
9619,228792,True
6648,228793,True
2062,228794,True
1656,228795,True
3655,228796,True
5842,228797,True
7093,228798,True
6856,228799,True
1079,228800,True
9695,228801,True
1537,228802,True
5346,228803,True
2114,228804,True
8811,228805,True
9800,228806,True
6513,228807,True
658,228808,True
4302,228809,False
2660,228810,True
5845,228811,True
8487,228812,True
4229,228813,True
9794,228814,True
9040,228815,False
9126,228816,True
1685,228817,False
2076,228818,True
7890,228819,True
2792,228820,True
5960,228821,True
7421,228822,True
3805,228823,True
9064,228824,False
4183,228825,True
8556,228826,True
2415,228827,True
3127,228828,True
1789,228829,True
5347,228830,True
6695,228831,True
3540,228832,True
4345,228833,True
2349,228834,True
8173,228835,True
9467,228836,True
1386,228837,False
5243,228838,True
6545,228839,False
6964,228840,True
383,228841,True
6895,228842,True
6551,228843,True
3431,228844,True
767,228845,True
6860,228846,True
5649,228847,True
8965,228848,True
3463,228849,True
849,228850,True
6189,228851,True
7095,228852,True
4508,228853,True
9019,228854,False
6487,228855,True
2110,228856,True
441,228857,True
2763,228858,True
2630,228859,True
6507,228860,True
4636,228861,True
40,228862,True
5392,228863,True
2862,228864,False
3306,228865,True
3085,228866,True
7451,228867,True
8025,228868,True
5702,228869,True
1033,228870,True
3436,228871,True
7876,228872,True
73,228873,True
9676,228874,True
8654,228875,True
4147,228876,True
7774,228877,True
3870,228878,True
5017,228879,False
7522,228880,True
3610,228881,True
3391,228882,True
2337,228883,True
526,228884,True
206,228885,True
4205,228886,True
4716,228887,True
5070,228888,True
8690,228889,True
507,228890,True
6327,228891,True
5981,228892,True
3552,228893,True
2141,228894,True
8913,228895,True
3331,228896,True
3178,228897,True
7325,228898,True
2768,228899,False
3342,228900,True
9986,228901,True
8373,228902,True
9759,228903,True
7147,228904,True
2593,228905,True
7387,228906,False
5222,228907,True
702,228908,True
8757,228909,True
1120,228910,True
8622,228911,True
2132,228912,True
7500,228913,True
6107,228914,False
4700,228915,False
5314,228916,True
9498,228917,True
1432,228918,True
1477,228919,True
8993,228920,True
2173,228921,True
7328,228922,True
1142,228923,True
2671,228924,True
9319,228925,True
3299,228926,True
2996,228927,True
9223,228928,True
3419,228929,True
5984,228930,True
5464,228931,True
8095,228932,True
1576,228933,True
1039,228934,True
9896,228935,True
6387,228936,True
5216,228937,False
8612,228938,True
6783,228939,True
5273,228940,True
2487,228941,True
1727,228942,True
9385,228943,True
4174,228944,True
5737,228945,True
9827,228946,True
2975,228947,True
8271,228948,True
2107,228949,True
9004,228950,False
1408,228951,True
6143,228952,True
7130,228953,True
9063,228954,True
6320,228955,True
9314,228956,True
8181,228957,True
9141,228958,True
2870,228959,False
3804,228960,True
1311,228961,True
670,228962,True
9561,228963,False
1530,228964,True
4243,228965,True
8902,228966,True
6701,228967,True
1439,228968,True
9069,228969,True
7004,228970,True
530,228971,True
3109,228972,True
1301,228973,True
1617,228974,True
5238,228975,True
9810,228976,True
4926,228977,True
3250,228978,True
2168,228979,True
6775,228980,True
2793,228981,True
1172,228982,True
2680,228983,True
3079,228984,True
5666,228985,True
7975,228986,True
4167,228987,True
2455,228988,False
7913,228989,True
6944,228990,True
2297,228991,False
9946,228992,True
2746,228993,True
8413,228994,False
9503,228995,False
8365,228996,False
1315,228997,True
6566,228998,True
8749,228999,True
3180,229000,True
5742,229001,True
4378,229002,True
4103,229003,True
4519,229004,False
6070,229005,True
38,229006,True
8970,229007,True
2777,229008,True
8674,229009,True
9519,229010,True
1591,229011,True
6120,229012,True
3260,229013,True
1570,229014,True
6618,229015,True
2651,229016,True
4116,229017,True
23,229018,True
605,229019,True
9168,229020,True
7952,229021,True
399,229022,True
5821,229023,True
1837,229024,True
6067,229025,True
6225,229026,True
7530,229027,True
2354,229028,True
1000,229029,True
9580,229030,True
9928,229031,True
3976,229032,True
2797,229033,True
8826,229034,True
8132,229035,True
5629,229036,True
7437,229037,True
6024,229038,True
8818,229039,True
6192,229040,True
6557,229041,True
3460,229042,True
8929,229043,True
4083,229044,True
1113,229045,True
992,229046,True
1632,229047,True
7020,229048,True
5798,229049,True
8029,229050,True
4678,229051,True
648,229052,True
2347,229053,True
5671,229054,True
8724,229055,False
6240,229056,True
5780,229057,True
9941,229058,True
203,229059,True
6962,229060,True
8128,229061,True
2209,229062,True
4468,229063,True
5410,229064,True
5006,229065,True
6937,229066,True
9079,229067,True
7131,229068,True
389,229069,True
205,229070,True
5502,229071,True
9073,229072,True
1878,229073,True
3394,229074,True
4451,229075,True
5747,229076,True
5657,229077,True
908,229078,True
2338,229079,True
503,229080,True
1945,229081,True
7367,229082,True
5000,229083,True
9458,229084,True
1881,229085,True
1775,229086,True
8949,229087,True
601,229088,True
3544,229089,True
6811,229090,False
6486,229091,True
7643,229092,True
6029,229093,True
8124,229094,True
744,229095,False
1650,229096,True
2378,229097,False
698,229098,True
9048,229099,True
7416,229100,True
7626,229101,True
7918,229102,True
5472,229103,True
3086,229104,True
9693,229105,True
1317,229106,True
1648,229107,True
1196,229108,True
1256,229109,True
7186,229110,True
1143,229111,True
3548,229112,True
5840,229113,True
4528,229114,True
9408,229115,True
3799,229116,True
7279,229117,True
5596,229118,True
8713,229119,False
6522,229120,True
8469,229121,True
9002,229122,True
8706,229123,True
1010,229124,True
3138,229125,False
1205,229126,True
1962,229127,True
9854,229128,True
6809,229129,True
2009,229130,True
6983,229131,True
57,229132,True
867,229133,False
4450,229134,True
4559,229135,True
4211,229136,True
4539,229137,True
3795,229138,True
1374,229139,True
5854,229140,True
5318,229141,True
8510,229142,True
3316,229143,False
5983,229144,True
9210,229145,True
802,229146,True
7403,229147,True
193,229148,True
2373,229149,True
7735,229150,True
9244,229151,True
8277,229152,True
3651,229153,True
8403,229154,True
117,229155,True
434,229156,True
1407,229157,False
1161,229158,True
6473,229159,False
8267,229160,True
3423,229161,True
1061,229162,True
4743,229163,True
9398,229164,True
4458,229165,True
6952,229166,False
4825,229167,True
2169,229168,True
5957,229169,True
7700,229170,True
3727,229171,True
8563,229172,True
4908,229173,True
3825,229174,True
6362,229175,True
5376,229176,True
302,229177,True
8257,229178,True
3673,229179,True
1835,229180,True
6043,229181,True
1279,229182,True
1880,229183,False
3174,229184,True
6805,229185,True
337,229186,True
4238,229187,True
9103,229188,True
8588,229189,True
7258,229190,False
3009,229191,True
6071,229192,True
1266,229193,True
4752,229194,True
5543,229195,True
842,229196,True
633,229197,False
2626,229198,True
1674,229199,True
8274,229200,True
2007,229201,True
1406,229202,True
7228,229203,True
9423,229204,True
7802,229205,True
7469,229206,True
4480,229207,True
6874,229208,True
9193,229209,True
95,229210,True
1731,229211,True
3720,229212,True
4929,229213,True
2543,229214,True
2060,229215,True
9016,229216,False
3242,229217,True
9985,229218,True
8120,229219,True
7332,229220,True
4406,229221,True
9532,229222,True
4829,229223,True
7925,229224,True
8340,229225,True
2584,229226,True
5204,229227,True
7523,229228,True
6746,229229,True
1125,229230,True
2567,229231,True
3706,229232,True
9200,229233,True
1037,229234,True
8617,229235,True
3919,229236,True
1070,229237,True
4067,229238,True
6042,229239,True
3202,229240,False
1285,229241,True
1473,229242,True
954,229243,True
6900,229244,True
2943,229245,True
7409,229246,True
8072,229247,True
4985,229248,True
4561,229249,True
8677,229250,True
4597,229251,True
176,229252,True
7529,229253,True
3200,229254,True
5427,229255,True
4627,229256,True
4082,229257,True
9511,229258,True
7361,229259,True
7683,229260,False
5310,229261,True
6787,229262,True
3770,229263,True
1658,229264,True
7205,229265,True
7546,229266,True
7148,229267,True
9373,229268,True
5697,229269,True
6400,229270,True
7440,229271,True
3379,229272,True
985,229273,True
6666,229274,True
1994,229275,True
6945,229276,True
170,229277,True
4333,229278,True
7098,229279,True
7435,229280,True
1267,229281,False
1356,229282,True
3750,229283,True
2128,229284,False
8345,229285,True
7985,229286,True
2689,229287,True
6358,229288,True
3114,229289,True
1979,229290,True
6160,229291,False
6836,229292,True
8022,229293,True
7888,229294,True
8225,229295,True
2978,229296,True
9325,229297,True
3073,229298,True
6169,229299,True
32,229300,False
6913,229301,True
7472,229302,True
8162,229303,True
8446,229304,True
9128,229305,True
6013,229306,False
8931,229307,True
1736,229308,True
5001,229309,True
1250,229310,True
9420,229311,True
8966,229312,True
9025,229313,True
17,229314,True
2712,229315,True
8189,229316,True
6310,229317,True
5567,229318,True
9575,229319,True
4912,229320,True
2926,229321,False
1985,229322,True
4352,229323,False
8223,229324,True
4787,229325,True
9805,229326,True
1437,229327,True
5371,229328,False
1550,229329,True
2931,229330,True
5132,229331,True
7307,229332,True
129,229333,True
8603,229334,True
3456,229335,True
3094,229336,True
4271,229337,False
3790,229338,True
3121,229339,True
1077,229340,True
9641,229341,True
7239,229342,True
5675,229343,True
3016,229344,True
7498,229345,True
2994,229346,True
4656,229347,False
8312,229348,True
4799,229349,True
8803,229350,True
4050,229351,True
1772,229352,True
2164,229353,True
543,229354,True
8782,229355,True
4075,229356,True
2227,229357,True
6467,229358,True
5057,229359,True
468,229360,True
696,229361,True
6166,229362,True
2022,229363,True
762,229364,True
6912,229365,True
8115,229366,False
5217,229367,True
3819,229368,True
560,229369,True
8769,229370,True
1272,229371,True
3240,229372,True
1333,229373,True
8032,229374,True
5761,229375,True
1064,229376,True
7747,229377,True
4284,229378,True
9658,229379,True
8897,229380,True
5286,229381,True
1601,229382,True
6493,229383,True
2077,229384,True
8840,229385,True
4022,229386,True
6421,229387,True
1963,229388,True
8644,229389,True
2563,229390,False
4023,229391,True
7668,229392,True
7991,229393,True
220,229394,True
8186,229395,True
8695,229396,True
6719,229397,True
3353,229398,True
7821,229399,True
6472,229400,True
9267,229401,True
7009,229402,True
5405,229403,True
5119,229404,True
4042,229405,True
5604,229406,True
8618,229407,True
3637,229408,True
9098,229409,True
5126,229410,True
5911,229411,True
8200,229412,True
9107,229413,True
4732,229414,True
5828,229415,True
9656,229416,True
7183,229417,True
60,229418,True
4003,229419,True
5932,229420,True
2259,229421,True
6649,229422,True
4056,229423,False
8967,229424,True
3672,229425,False
5698,229426,True
9923,229427,True
9496,229428,True
3556,229429,True
6684,229430,True
2331,229431,True
4620,229432,False
4216,229433,True
2613,229434,True
7501,229435,True
2328,229436,True
766,229437,True
9307,229438,True
8356,229439,True
4158,229440,True
6955,229441,True
8609,229442,True
6850,229443,True
9584,229444,True
638,229445,False
3555,229446,True
5901,229447,True
865,229448,False
3262,229449,True
3166,229450,True
2475,229451,True
398,229452,True
2013,229453,True
9910,229454,False
2940,229455,True
6731,229456,True
4728,229457,True
8339,229458,True
3120,229459,True
4566,229460,True
4151,229461,True
2922,229462,True
2737,229463,True
7207,229464,True
2276,229465,True
1842,229466,False
194,229467,True
4175,229468,True
7029,229469,True
6062,229470,True
9638,229471,True
7052,229472,False
4402,229473,True
5338,229474,True
6579,229475,True
8861,229476,True
995,229477,True
5955,229478,True
3303,229479,True
2206,229480,False
9533,229481,False
2739,229482,True
799,229483,True
6824,229484,True
3766,229485,True
6892,229486,True
2025,229487,False
5822,229488,True
6274,229489,True
8297,229490,True
7915,229491,True
7309,229492,True
3145,229493,True
7579,229494,True
6996,229495,True
6089,229496,False
959,229497,True
8499,229498,True
1409,229499,True
7989,229500,True
7323,229501,True
2277,229502,True
545,229503,True
6911,229504,True
2911,229505,True
3957,229506,False
9735,229507,True
5731,229508,True
2105,229509,True
68,229510,True
4697,229511,True
1472,229512,True
8554,229513,True
6437,229514,True
2008,229515,True
6076,229516,True
9,229517,True
7050,229518,True
9686,229519,True
7143,229520,True
1730,229521,True
6491,229522,True
7741,229523,False
6972,229524,True
8761,229525,True
9280,229526,True
7664,229527,True
4782,229528,True
8012,229529,False
784,229530,False
9890,229531,True
8470,229532,True
7121,229533,True
6425,229534,True
1955,229535,True
3143,229536,True
1189,229537,True
1067,229538,True
5146,229539,False
9544,229540,True
5805,229541,True
3332,229542,True
9296,229543,True
9104,229544,True
6055,229545,True
2074,229546,True
8130,229547,True
8103,229548,True
2700,229549,True
8666,229550,True
2902,229551,False
5696,229552,True
3429,229553,True
9560,229554,True
6111,229555,True
6529,229556,True
1117,229557,True
5650,229558,True
981,229559,True
9237,229560,True
6195,229561,True
7921,229562,True
7703,229563,True
1809,229564,True
2945,229565,True
8705,229566,True
4930,229567,False
8455,229568,True
6483,229569,True
4289,229570,True
3487,229571,True
3288,229572,False
5525,229573,True
5458,229574,True
9690,229575,True
5328,229576,True
5143,229577,True
1195,229578,True
9691,229579,True
5375,229580,True
511,229581,True
1370,229582,True
2863,229583,True
2,229584,True
5769,229585,True
8272,229586,False
4013,229587,True
7635,229588,True
412,229589,True
334,229590,True
3212,229591,True
395,229592,True
2574,229593,True
3915,229594,True
8333,229595,True
2264,229596,True
2170,229597,True
7256,229598,False
5882,229599,True
780,229600,True
1330,229601,False
9980,229602,True
5159,229603,True
4910,229604,True
8224,229605,True
6204,229606,True
2302,229607,True
9089,229608,False
3880,229609,True
6592,229610,True
9883,229611,True
1062,229612,True
5591,229613,True
1870,229614,True
5589,229615,True
5937,229616,True
850,229617,True
8185,229618,True
6509,229619,True
1566,229620,True
9219,229621,True
9344,229622,True
5127,229623,True
4695,229624,True
4435,229625,True
1024,229626,True
8077,229627,False
1597,229628,True
8853,229629,True
7318,229630,True
5947,229631,True
4012,229632,True
3980,229633,True
8038,229634,True
600,229635,True
8028,229636,True
3534,229637,True
9673,229638,True
4113,229639,True
9251,229640,False
9336,229641,True
2624,229642,True
294,229643,True
9436,229644,True
3774,229645,True
498,229646,True
2365,229647,True
6661,229648,True
8493,229649,True
3480,229650,True
3252,229651,True
5068,229652,True
3729,229653,True
5040,229654,False
5607,229655,True
7253,229656,True
8631,229657,True
5147,229658,True
1395,229659,True
9275,229660,True
6653,229661,True
2061,229662,False
9038,229663,True
5386,229664,True
755,229665,True
140,229666,True
329,229667,True
8216,229668,True
9848,229669,False
9443,229670,True
1100,229671,True
2761,229672,True
9948,229673,True
3842,229674,True
4328,229675,False
4966,229676,True
4265,229677,True
3105,229678,True
665,229679,True
4964,229680,True
6366,229681,True
4470,229682,True
7027,229683,True
4715,229684,True
2233,229685,True
8336,229686,True
1197,229687,True
2879,229688,False
5316,229689,True
3538,229690,True
3040,229691,True
3373,229692,False
3644,229693,False
1108,229694,True
3283,229695,True
6281,229696,False
3304,229697,True
3133,229698,True
9525,229699,True
8660,229700,True
1952,229701,True
547,229702,True
6564,229703,True
7674,229704,True
112,229705,True
7864,229706,True
7221,229707,True
3042,229708,False
6877,229709,True
3098,229710,True
9520,229711,True
4389,229712,True
5678,229713,True
7212,229714,True
5366,229715,True
3571,229716,True
327,229717,True
2512,229718,True
6198,229719,True
2995,229720,True
110,229721,True
3677,229722,True
4527,229723,True
613,229724,True
3376,229725,True
6546,229726,True
9808,229727,True
9787,229728,True
5915,229729,True
7961,229730,False
4192,229731,True
86,229732,True
4956,229733,True
5914,229734,True
2726,229735,True
1852,229736,True
1522,229737,True
181,229738,True
6038,229739,True
2266,229740,True
783,229741,True
9343,229742,True
3956,229743,True
1669,229744,False
2901,229745,True
1065,229746,True
7809,229747,True
6382,229748,True
5168,229749,True
221,229750,True
354,229751,True
344,229752,True
4472,229753,True
1416,229754,True
5813,229755,True
104,229756,True
1933,229757,True
4875,229758,True
7171,229759,True
1335,229760,True
690,229761,True
2390,229762,True
829,229763,True
3935,229764,True
7179,229765,True
2524,229766,True
8957,229767,True
5627,229768,True
8485,229769,True
1074,229770,True
6452,229771,True
710,229772,True
9974,229773,False
7364,229774,False
8542,229775,True
126,229776,True
5512,229777,True
4469,229778,True
3603,229779,False
2537,229780,True
7420,229781,True
413,229782,True
8953,229783,True
5951,229784,True
2983,229785,True
1867,229786,True
1488,229787,True
7553,229788,True
5523,229789,True
390,229790,True
7491,229791,True
7955,229792,True
8496,229793,True
9453,229794,True
396,229795,False
6698,229796,True
1605,229797,True
8802,229798,True
5094,229799,True
2026,229800,True
1898,229801,True
4961,229802,True
6285,229803,True
2615,229804,True
4336,229805,False
3307,229806,True
3510,229807,True
7550,229808,True
9825,229809,True
4884,229810,True
5945,229811,True
640,229812,True
2160,229813,True
8896,229814,True
5166,229815,True
8891,229816,True
4118,229817,True
3703,229818,True
6393,229819,True
4304,229820,True
6853,229821,True
6720,229822,True
6447,229823,True
9421,229824,True
7424,229825,True
2871,229826,True
6677,229827,True
3129,229828,True
8702,229829,True
7251,229830,True
1479,229831,True
2646,229832,True
7737,229833,True
1981,229834,False
5621,229835,False
1906,229836,True
4813,229837,True
803,229838,True
1520,229839,True
289,229840,True
7720,229841,True
3700,229842,True
2812,229843,True
2183,229844,True
8845,229845,True
1761,229846,True
8443,229847,True
202,229848,True
4736,229849,True
4165,229850,True
2417,229851,True
346,229852,True
5061,229853,True
3471,229854,True
5571,229855,False
1362,229856,False
3839,229857,True
2554,229858,True
9509,229859,True
6108,229860,True
5537,229861,True
8877,229862,True
9506,229863,True
4751,229864,True
2406,229865,True
4293,229866,True
3504,229867,True
6068,229868,True
8310,229869,True
2263,229870,True
131,229871,True
298,229872,True
8100,229873,True
7835,229874,True
8245,229875,True
5743,229876,True
7759,229877,True
7114,229878,True
8316,229879,True
2647,229880,False
3968,229881,True
1138,229882,True
3069,229883,True
4688,229884,True
620,229885,True
1343,229886,False
4772,229887,True
186,229888,True
3624,229889,True
7561,229890,True
578,229891,False
760,229892,True
5005,229893,True
8684,229894,True
341,229895,True
4291,229896,True
5199,229897,True
7249,229898,True
5579,229899,True
6660,229900,True
8584,229901,True
50,229902,False
5827,229903,True
84,229904,True
9081,229905,True
720,229906,True
1121,229907,True
8824,229908,False
2031,229909,True
4769,229910,True
4535,229911,True
836,229912,True
3117,229913,True
4692,229914,True
5832,229915,True
7082,229916,True
8466,229917,False
2039,229918,True
699,229919,True
3588,229920,True
5196,229921,True
28,229922,True
2463,229923,True
6531,229924,True
6329,229925,True
9326,229926,False
9368,229927,True
591,229928,True
8104,229929,True
3693,229930,False
5384,229931,True
4625,229932,True
1742,229933,True
7586,229934,False
6478,229935,True
7376,229936,True
2791,229937,True
2101,229938,True
789,229939,True
2664,229940,False
6390,229941,True
5924,229942,False
1442,229943,True
9493,229944,True
4359,229945,True
4465,229946,True
6825,229947,True
6619,229948,True
4991,229949,True
3845,229950,True
1818,229951,True
7087,229952,True
9215,229953,True
1557,229954,True
1255,229955,True
5082,229956,True
2843,229957,True
1934,229958,True
9628,229959,True
6985,229960,True
6420,229961,True
3298,229962,True
8808,229963,True
1594,229964,True
6931,229965,True
4325,229966,False
138,229967,False
4235,229968,True
8972,229969,True
3747,229970,True
2313,229971,True
8987,229972,True
7335,229973,True
3928,229974,True
9155,229975,True
6237,229976,True
3226,229977,True
1746,229978,True
4303,229979,True
8062,229980,True
97,229981,True
9779,229982,True
7434,229983,True
4855,229984,False
2414,229985,True
4762,229986,True
7284,229987,True
5224,229988,False
5290,229989,False
6318,229990,True
6981,229991,True
9324,229992,True
9354,229993,True
4618,229994,True
9726,229995,True
363,229996,True
7710,229997,True
8237,229998,True
7705,229999,True
7215,230000,True
4836,230000,True
2418,230001,True
8595,230002,True
2849,230003,True
2743,230004,True
3306,230005,True
5007,230006,True
8634,230007,True
2668,230008,True
4742,230009,True
2348,230010,True
3076,230011,True
7179,230012,True
9580,230013,True
6079,230014,True
4747,230015,True
4680,230016,True
8231,230017,True
9406,230018,True
1024,230019,True
8224,230020,False
9181,230021,True
3240,230022,True
8002,230023,True
1407,230024,True
4112,230025,True
5980,230026,True
4845,230027,True
9883,230028,True
142,230029,True
8153,230030,True
9730,230031,True
5445,230032,True
9843,230033,True
2758,230034,True
2063,230035,True
9184,230036,True
8717,230037,False
9581,230038,True
2371,230039,True
1976,230040,True
7086,230041,True
5580,230042,True
1139,230043,True
8375,230044,True
6303,230045,True
8784,230046,True
8366,230047,True
8839,230048,True
3064,230049,False
3674,230050,False
5343,230051,True
8311,230052,True
7124,230053,True
4830,230054,True
8508,230055,True
5533,230056,True
7729,230057,True
3773,230058,True
2610,230059,True
6493,230060,True
1030,230061,False
9082,230062,True
1661,230063,True
8447,230064,True
8099,230065,True
4722,230066,True
7814,230067,True
974,230068,True
6190,230069,True
5903,230070,True
879,230071,False
4923,230072,True
2105,230073,True
697,230074,True
705,230075,True
7389,230076,True
6687,230077,True
7240,230078,True
185,230079,False
6883,230080,True
5969,230081,True
2109,230082,True
5673,230083,True
8150,230084,True
9483,230085,True
6380,230086,True
2823,230087,True
3588,230088,True
666,230089,True
3292,230090,True
6620,230091,True
7552,230092,True
524,230093,True
7621,230094,True
2108,230095,True
7818,230096,True
8321,230097,True
1636,230098,True
9319,230099,True
8433,230100,True
9945,230101,True
5322,230102,True
9203,230103,True
4049,230104,True
9351,230105,False
6602,230106,True
2133,230107,False
8252,230108,True
9209,230109,True
5654,230110,True
2373,230111,True
609,230112,True
9404,230113,True
1836,230114,False
1436,230115,True
8237,230116,True
7432,230117,True
6442,230118,True
8996,230119,True
5839,230120,True
1093,230121,True
5821,230122,True
6197,230123,True
9534,230124,True
6991,230125,True
2445,230126,True
5177,230127,True
2512,230128,False
7533,230129,True
2228,230130,True
180,230131,True
5028,230132,True
970,230133,True
9420,230134,True
1518,230135,True
3560,230136,True
2812,230137,True
1786,230138,True
3544,230139,True
4300,230140,True
398,230141,True
128,230142,True
9924,230143,True
900,230144,True
5379,230145,True
5883,230146,False
8534,230147,True
7936,230148,True
9505,230149,True
3447,230150,True
6047,230151,True
914,230152,True
2148,230153,True
8424,230154,True
8296,230155,True
3875,230156,True
5664,230157,True
6243,230158,True
3431,230159,True
6163,230160,True
9415,230161,True
1999,230162,True
2754,230163,True
6142,230164,True
8788,230165,True
2902,230166,True
7103,230167,True
4733,230168,True
1800,230169,True
4433,230170,False
5184,230171,True
3895,230172,True
9334,230173,True
3305,230174,True
4156,230175,True
2981,230176,True
4513,230177,True
7167,230178,True
7734,230179,True
750,230180,True
1485,230181,True
5845,230182,True
9624,230183,True
1238,230184,True
9906,230185,True
611,230186,True
6260,230187,True
7831,230188,True
6000,230189,False
3554,230190,True
85,230191,True
1995,230192,True
7966,230193,True
8005,230194,True
2486,230195,True
269,230196,True
9556,230197,True
2350,230198,True
9234,230199,True
6438,230200,True
2095,230201,True
5181,230202,True
7352,230203,True
6781,230204,True
6221,230205,True
4631,230206,False
1824,230207,True
8213,230208,True
9722,230209,True
1765,230210,True
5714,230211,True
9650,230212,True
5924,230213,True
24,230214,True
1106,230215,True
1822,230216,True
4255,230217,True
6847,230218,True
4799,230219,True
2238,230220,True
6920,230221,True
8027,230222,True
5773,230223,True
7776,230224,True
1112,230225,True
9410,230226,True
9451,230227,True
9223,230228,True
6873,230229,True
2999,230230,True
9796,230231,False
3796,230232,True
1200,230233,True
1192,230234,True
7458,230235,True
4005,230236,True
1702,230237,True
8406,230238,True
7824,230239,True
7210,230240,True
1639,230241,True
3283,230242,True
1267,230243,True
9783,230244,True
2694,230245,True
6673,230246,True
3361,230247,True
2203,230248,True
8145,230249,False
50,230250,True
573,230251,True
2058,230252,True
1101,230253,True
9084,230254,True
5764,230255,True
3498,230256,True
5449,230257,True
5331,230258,True
6617,230259,True
5723,230260,False
4711,230261,True
6005,230262,True
6876,230263,True
6558,230264,True
2322,230265,False
572,230266,True
4624,230267,True
6516,230268,True
9930,230269,True
6213,230270,True
1743,230271,True
8337,230272,False
8441,230273,True
1080,230274,False
8160,230275,True
5029,230276,False
5385,230277,True
3556,230278,True
246,230279,False
6727,230280,True
226,230281,True
4439,230282,True
487,230283,False
1853,230284,True
5999,230285,True
8571,230286,True
6526,230287,True
8327,230288,True
6412,230289,True
5022,230290,False
9052,230291,True
8328,230292,True
8690,230293,True
5814,230294,True
2837,230295,True
3360,230296,True
4184,230297,True
8363,230298,True
9805,230299,True
5226,230300,True
728,230301,True
8044,230302,True
4843,230303,True
7150,230304,True
3354,230305,True
4517,230306,True
8228,230307,True
4053,230308,True
9795,230309,False
6290,230310,False
6091,230311,True
3542,230312,True
931,230313,False
7095,230314,True
5205,230315,True
6133,230316,True
8950,230317,True
2509,230318,True
5984,230319,False
8963,230320,True
6390,230321,True
8800,230322,True
6945,230323,True
3630,230324,True
3750,230325,True
8464,230326,True
8733,230327,True
1670,230328,True
4438,230329,True
5727,230330,True
6073,230331,False
7365,230332,True
817,230333,True
1669,230334,True
6518,230335,True
2778,230336,True
399,230337,True
8133,230338,True
9630,230339,True
2426,230340,True
4023,230341,True
6598,230342,True
4021,230343,True
5684,230344,True
9194,230345,True
2553,230346,True
548,230347,True
6921,230348,True
2642,230349,True
3550,230350,True
6241,230351,True
5914,230352,True
1418,230353,True
6109,230354,True
2235,230355,True
8495,230356,True
7827,230357,True
9904,230358,True
6040,230359,True
3303,230360,False
8695,230361,True
6691,230362,True
9832,230363,True
5131,230364,True
3782,230365,True
7163,230366,True
2290,230367,True
8391,230368,True
8164,230369,True
3356,230370,True
1300,230371,True
4423,230372,True
6198,230373,True
5877,230374,True
2255,230375,True
6445,230376,True
3844,230377,True
6527,230378,True
8853,230379,True
3582,230380,False
504,230381,True
8890,230382,False
324,230383,True
4466,230384,True
2367,230385,True
9365,230386,True
8756,230387,True
7400,230388,False
2124,230389,True
1497,230390,True
1134,230391,False
2413,230392,True
1641,230393,True
4394,230394,True
8304,230395,True
1453,230396,True
1930,230397,True
4926,230398,True
268,230399,True
9286,230400,True
5323,230401,True
1927,230402,True
8498,230403,True
4724,230404,True
1293,230405,True
7430,230406,True
8856,230407,True
7675,230408,True
2961,230409,True
8251,230410,True
8954,230411,True
2128,230412,True
7979,230413,True
7010,230414,True
1503,230415,True
7649,230416,False
